title,link,image,author,discount,publisher,pubdate,isbn,description
Do it! 쉽게 배우는 파이썬 데이터 분석 (데이터 분석 프로젝트 전 과정 수록!),https://search.shopping.naver.com/book/catalog/32474211621,https://shopping-phinf.pstatic.net/main_3247421/32474211621.20230718122648.jpg,김영우,19880,이지스퍼블리싱,20220531,9791163033493,"통계, 파이썬을 1도 몰라도 데이터를 혼자서 다룰 수 있다!
데이터 분석 프로젝트 전 과정 수록!

데이터 분석 분야의 명강사이며 이 분야 베스트셀러 저자인 김영우 선생님의 강의가 책으로 나왔다. 통계, 프로그래밍, 데이터 분석을 전혀 몰라도 《Do it! 쉽게 배우는 파이썬 데이터 분석》을 통해 최근 주목받는 데이터 분석 기법을 재미있게 배울 수 있다. 데이터 분석에 필요한 파이썬 문법은 이 책에 나온 것만 보면 된다. 이 책은 데이터 정제, 가공, 분석부터 그래프 그리기까지 실제 현업에서 데이터 분석 프로젝트를 할 때와 같은 모든 과정을 직접 해볼 수 있다. 쉬운 예제부터 차근차근 실습하다 보면 문과생도 파이썬 코드에 익숙해지고, 끝에 가서는 자신만의 훌륭한 데이터 분석 프로젝트를 완수할 수 있다!"
밑바닥부터 시작하는 딥러닝 (파이썬으로 익히는 딥러닝 이론과 구현),https://search.shopping.naver.com/book/catalog/32486532054,https://shopping-phinf.pstatic.net/main_3248653/32486532054.20230404163646.jpg,사이토 고키,20740,한빛미디어,20170103,9788968484636,"직접 구현하고 움직여보며 익히는 가장 쉬운 딥러닝 입문서!

『밑바닥부터 시작하는 딥러닝』은 라이브러리나 프레임워크에 의존하지 않고, 딥러닝의 핵심을 ‘밑바닥부터’ 직접 만들어보며 즐겁게 배울 수 있는 본격 딥러닝 입문서다. 술술 읽힐 만큼 쉽게 설명하였고, 역전파처럼 어려운 내용은 ‘계산 그래프’ 기법으로 시각적으로 풀이했다. 무엇보다 작동하는 코드가 있어 직접 돌려보고 요리조리 수정해보면 어려운 이론도 명확하게 이해할 수 있다. 딥러닝에 새롭게 입문하려는 독자들과 기초를 다시금 정리하고 싶은 현업 연구자와 개발자에게 유용한 책이 될 것이다.

새로운 지식을 배울 때 설명만 들어서는 석연치 않거나 금방 잊어버리게 된다. 그래서 무엇보다 ‘직접 해보는 것’이 중요하다. 이 책은 딥러닝의 기본을 ‘이론 설명’과 ‘파이썬 구현 코드’라는 투 트랙으로 설명한다. 각 장은 주제 하나를 설명한 후 그것을 실습할 수 있도록 꾸몄다. 즉, 실행되는 소스 코드를 준비했다. 소스 코드를 읽으면서 스스로 생각하고 그 생각을 반영해 실험하다 보면 확실하게 자기 것으로 만들 수 있다. 여러 실험을 해보면서 겪는 시행착오 역시 큰 자산이 될 것이다."
파이썬 3 (프로그래밍을 배우기에 가장 재미있는 언어),https://search.shopping.naver.com/book/catalog/32485534946,https://shopping-phinf.pstatic.net/main_3248553/32485534946.20221019105212.jpg,박상현,22500,한빛미디어,20160210,9788968482359,"본서는 프로그래밍 경험이 없는 독자가 파이썬을 통해 프로그래밍을 배워볼 수 있는 입문서로서, 프로그래밍을 배우고 싶지만 두려움이 있는 입문자에게 가장 적합한 난이도로 설명한다."
파이썬 코딩의 기초 (문제해결을 위한),https://search.shopping.naver.com/book/catalog/32489149599,https://shopping-phinf.pstatic.net/main_3248914/32489149599.20221228074106.jpg,조연상,28800,상학당,20210701,9788965872139,▶ 이 책은 파이썬 코딩의 기초에 대해 다룬 도서입니다. 파이썬 코딩의 기초에 대한 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
파이썬과 수치해석,https://search.shopping.naver.com/book/catalog/42670654630,https://shopping-phinf.pstatic.net/main_4267065/42670654630.20230916071145.jpg,권기운,18000,교우사(교재),20230915,9791125103783,"파이썬은 인공지능 및 데이터 분석 분야에서 가장 인기 있는 프로그래밍 언어 중 하나다. 2010년부터 동국대 수학과에서 ‘수치해석 및 실습’ 과목에서 강의했던 강의 노트와 처음엔 Matlab코드로 작성했던 것을 2021년 이후 파이썬으로 옮기면서 만들었던 파이썬 코드를 정리하여 작성한 교재다. 수치해석의 많은 부분을 담지는 않았으며, 고급 파이썬 기술들을 구사하지는 않았지만, 기본에 충실하려 하였고, 이론과 프로그래밍이 유기적으로 연결되는 데 중점을 두었다."
파이썬 코딩 도장 (프로그래밍은 공부가 아닙니다 연습입니다),https://search.shopping.naver.com/book/catalog/37180911622,https://shopping-phinf.pstatic.net/main_3718091/37180911622.20230905101602.jpg,남재윤,27000,길벗,20230130,9791140702428,"프로그래밍은 연습으로 배우는 것이다!

반복 학습으로 외우지 말고 체득하라

이론 〉 실습 〉 퀴즈 〉 연습문제 〉 심사문제로 반복해서 학습한다.
핵심정리와 Q&A로 학습한 내용을 정리한다.

올바른 코딩을 익혀라
혼자 작성한 코드가 올바른지 알 수 없다.
심사를 통과하지 못한다면 코드가 잘못된 것이다.
온라인 심사로 꼼꼼하게 채점해서 실수를 바로 잡는다.

의미있는 성장을 하라
학습 진척도를 통해 자신의 학습을 점검하고 성장을 체크한다.
심사문제 평균 통과율 90%! 심사를 통과하고 성장을 확인하라!
노력하면 반드시 통과하고 성장할 수 있는 심사문제!
10번, 20번씩 시도한 만큼 확실하게 성장한다.

학습 전용 사이트 제공
코딩 도장(dojang.io) 사이트에서 동영상 강의, 학습 진척도, 온라인 심사, 독자 Q&A를 제공한다.
초판 출간 이후 누적 페이지뷰 5,500만, 방문자수 1,800만을 달성!

예제 소스: https://github.com/gilbutitbook/006936
코딩 도장: https://dojang.io"
Do it! 점프 투 파이썬 (이미 200만명이 이 책으로 프로그래밍을 시작했다!),https://search.shopping.naver.com/book/catalog/32456895000,https://shopping-phinf.pstatic.net/main_3245689/32456895000.20230718121538.jpg,박응용,16920,이지스퍼블리싱,20190620,9791163030911,"파이썬 4년 연속 베스트셀러 1위!
《Do it! 점프 투 파이썬》 전면 개정판 출시!

문과생도 중고등학생도 직장인도 프로그래밍에 눈뜨게 만든 바로 그 책이 전면 개정판으로 새로 태어났다! 2016년 《Do it! 점프 투 파이썬》으로 출간되었던 이 책은 약 4년 동안의 피드백을 반영하여 초보자가 더 빠르게 입문하고, 더 깊이 있게 공부할 수 있도록 개정되었다. 특히 ‘나 혼자 코딩’과 ‘코딩 면허 시험 20제’ 등 독자의 학습 흐름에 맞게 문제를 보강한 점이 눈에 띈다. 실습량도 두 배로 늘었다.

4년 동안 압도적 1위! 위키독스 누적 방문 200만! 수많은 대학 및 학원의 교재 채택 등! 검증은 이미 끝났다. 코딩을 처음 배우는 중고등학생부터 나만의 경쟁력이 필요한 문과생, 데이터 분석과 인공지능/머신러닝으로 커리어를 뻗어 나가고 싶은 직장인까지! 프로그래밍의 세계에 풍덩 빠져 보자."
"스마트한 컴퓨터 프로그래밍 기초 (스크래치, C언어, Java, 파이썬)",https://search.shopping.naver.com/book/catalog/39072822619,https://shopping-phinf.pstatic.net/main_3907282/39072822619.20230822102404.jpg,임동균^박일선,24300,한티미디어,20230331,9788964214602,"IT 시대를 살면서 컴퓨터를 전공하지 않아도 막연히 컴퓨터 프로그램에 대한 갈망이 있다. 게다가 요즘은 구글이나 아마존, 마이크로소프트 등의 굴지의 대형 회사에서 웹 3.0 시대의 트렌드에 맞게 오픈소스를 내놓고 함께 공유하고 함께 연구하며 시너지를 만들어내고 있다. 
IT는 한 단계 업그레이드되어 기업 간, 제품 간, 산업 간, 서비스 간 융합의 시대로 거듭 나고 있어 딱히 컴퓨터를 전공하지 않아도 프로그램을 조금 알아야 한다는 강박 아닌 강박도 없지 않아 있다. 
그러나 프로그램 공부를 어디서부터 시작해야 하나? 또는 어떤 프로그램을 해야 하나? 내 전공과 융합할 수 있는 프로그램은 무엇인가? 등의 의문에 시달린다. 
본 교재는 이런 궁금증을 한 번에 해결할 수 있도록 4개의 프로그램을 배우도록 구성하였다. Scratch, C, Java, Python 이 4개의 프로그램은 여러 프로그램 중 요즘 가장 기본적이면서도 최근 이슈가 되고 있고 사용이 편리하며 무엇보다도 무료로 사용할 수 있다는 큰 장점이 있다. 
스크래치는 전 세계적으로 초등, 중고등 학교에서 수업을 하고 있으며 블록을 쌓으면서 프로그램의 기본적인 알고리즘을 쉽게 배울 수 있다. C 언어는 모든 프로그램의 기본으로 최근 프로그램 초보들이 파이썬이 쉽다는 이유만으로 파이썬만 배우려고 하는데 좀 더 길게 넓게 본다면 C 언어는 기본 프로그램 언어라 해도 과언이 아니다. 
물론 여러 프로그램을 배워본다는 큰 장점은 있으나 그러기 위해서는 한 프로그램을 깊이 있게 배울 수는 없다. 그러나 처음 프로그램을 배우고 싶어하는 많은 초보 프로그램머들에게는 더 없이 좋은 교재라 자부한다. 
본 교재로 4개의 프로그램을 익힌 후 자기에게 맞는 프로그램의 교재를 선택해서 집중적으로 공부를 하면 된다. 또한 교재는 각 장이 끝난 후 연습문제가 다량 수록되어 있어 문제를 풀면서 앞에서 배운 내용을 다시 한번 복습하고 내용을 확인하는 방식으로 공부하면 교재 활용의 최고의 시너지 효과를 낼 수 있다."
파이썬 네트워크 프로그래밍 (사물인터넷을 위한),https://search.shopping.naver.com/book/catalog/35101517622,https://shopping-phinf.pstatic.net/main_3510151/35101517622.20230801122322.jpg,서열규^전희성,27000,복두출판사,20220930,9791166751936,"파이썬을 사용하여 사물인터넷을 구현하기 위한 인터넷 기반의 네트워크 프로그래밍 방법을 소개하였다. 파이썬은 사용하기 쉽고, 다양한 플랫폼에서 사용할 수 있으며 모듈이 매우 풍부하여 대학을 비롯한 교육기관, 연구기관 및 산업계에서 많이 사용되고 있다. 특히 파이썬과 함께 제공되는 모듈을 사용하면 다른 언어보다 훨씬 간단하고 효율적인 네트워크 프로그래밍이 가능하다."
"파이썬 크래시 코스 (누적 판매 150만 부 기록! 파이썬 분야 글로벌 1위 베스트셀러 I  연습문제 + 해답, 파이썬 치트 시트 제공)",https://search.shopping.naver.com/book/catalog/41434455620,https://shopping-phinf.pstatic.net/main_4143445/41434455620.20230822102412.jpg,"Matthes, Eric",35100,한빛미디어,20230803,9791169211277,"전 세계 150만 부 이상 판매, 파이썬 분야 글로벌 1위 베스트셀러를 
기본과 실습, 1+1 구성으로 만나보세요!
* 연습문제 + 해답, 파이썬 치트 시트 제공
* 이 도서는 『나의 첫 파이썬(2판)』의 개정판입니다

전 세계에서 가장 많이 판매된 부동의 파이썬 입문 베스트셀러가 더욱 새롭게 구성되어 출간되었습니다. 이번 개정판은 최신 파이썬 업데이트를 포함해 텍스트 편집을 위한 비주얼 스튜디오 코드, 파일 처리를 위한 Pathlib 모듈, 코드 테스트를 위한 pytest, Matplotlib, Plotly, Django의 최신 기능을 담았습니다. 입문자에게 맞춰진 페이스로 파이썬 기본 지식을 배우고, 프로그램을 만들고, 문제를 해결하여 자신만의 애플리케이션을 완성할 수 있습니다. 기본편에서는 변수, 리스트, 클래스, 루프 같은 프로그래밍의 기본 개념을 배우고 각 장마다 연습문제를 풀어 보며 좋은 코드를 짜는 법을 배웁니다. 실습편에서는 ‘외계인 침공’ 게임, 파이썬 라이브러리를 활용한 데이터 시각화, 온라인에 배포할 수 있는 웹 애플리케이션 이렇게 3가지 큰 프로젝트를 만들어 봅니다.
주요 내용

●	파이게임, Matplotlib, Plotly, Django 등 강력한 파이썬 라이브러리와 도구 사용법
●	키 입력, 마우스 클릭 등 점점 어려워지는 2D 게임 만들기
●	다양한 데이터를 이용해 상호작용 가능한 시각화 생성하기
●	웹 애플리케이션을 생성하고 커스텀해서 온라인에 배포하기
●	프로그래밍 실수와 오류에 현명하게 대처하는 법
●	깃을 활용해 효율적으로 프로그램 버전을 관리하는 법"
금융 파이썬 완전 정복,https://search.shopping.naver.com/book/catalog/41823633633,https://shopping-phinf.pstatic.net/main_4182363/41823633633.20230912083441.jpg,제임스 마 와이밍,36000,에이콘출판,20230831,9791161757827,"파이썬을 활용해 금융의 여러 개념을 친절하게 설명하는 책이다. 파이썬을 활용한 금융 정보 분석이 무엇인지 설명하는 1장을 시작으로, 2장에서는 금융에서의 선형 성질이 가지는 의미를 파악하며 3장에서 비선형으로 확장한다.
4장은 옵션 가격을 책정하기 위한 여러 수치적 기법을 심도 있게 살펴보며 5장은 이자율에 관한 여러가지 모델링 기법을 설명한다. 6장은 금융의 가장 핵심이기도 한 시계열 데이터를 다루는 열 기법을 소개하며, 7장에서는 VIX(Volatility Index)를 가지고 상호작용적 금융 분석에 관한 여러 개념을 살펴본다. EURO STOXX 50 index, VSTOXX, VIX 등의 여러 지표에 대해 소개하며 S&P 500 지수와 VIX를 통해 다양한 금융 분석을 수행한다. 
8장에서는 알고리듬 트레이딩을 위한 기초적 알고리듬을 공개 API를 사용해 직접 구축해 보며 평균-회귀, 추세-추종 등의 여러 알고리듬 트레이딩 기법을 소개한다. 9장은 금융의 주요 요소인 백테스팅을 소개하고 10장, 11장은 인공지능과 금융의 여러 측면을 살펴본다."
"안녕, 파이썬",https://search.shopping.naver.com/book/catalog/32487126181,https://shopping-phinf.pstatic.net/main_3248712/32487126181.20230313182830.jpg,김학인,16110,북랩,20220314,9791168361621,"직관적이고 간결한 프로그래밍 언어, 파이썬
코딩 입문자라면 망설이지 말고 파이썬으로 시작하자

비전공자와 초보자를 프로그래밍의 세계로 안내해줄
친절하고 재밌는 파이썬 입문서

4차 산업혁명 시대에는 ‘컴퓨팅 사고’가 필수적이다. 이를 바탕으로 한 창의적인 문제해결력이야말로 이 시대의 가장 중요한 경쟁력이다. 컴퓨팅 사고와 창의적 문제해결력 계발의 중심에는 코딩 교육이 있다. 우리가 늘 손에 들고 있는 스마트폰도, 이미 우리 삶의 일부분이 된 인공지능(AI)도 그 근간에는 코딩이 있다.
이렇게 코딩은 이 시대의 가장 ‘핫’한 것 중 하나가 되었다. 하지만 초보자와 비전공자에게 코딩은 넘지 못할 산과도 같다. 지레 겁을 먹고 포기한다거나, 프로그래밍 언어의 문법이 당최 무슨 말인지 모르겠다는 생각에 금세 흥미를 잃고 손을 놓아버리기도 한다.
파이썬은 특유의 직관적이고 간결한 문법, 빠른 프로그래밍 속도와 폭넓은 확장성으로 초보자들과 비전공자들에게 각광을 받고 있는 프로그래밍 언어다. 그리고 그런 초보자들과 비전공자들을 위해 이 책이 탄생했다. 오랫동안 프로그래밍을 가르치면서 그들의 괴로움을 누구보다 잘 알고 있는 저자가 교육 현장에서 갈고닦은 노하우를 이 책 한 권에 전부 녹여냈다. 옆집 언니가 알려주는 듯 따뜻한 파이썬, 같이 시작해볼까?"
파이썬 연습 (개정판),https://search.shopping.naver.com/book/catalog/32436138278,https://shopping-phinf.pstatic.net/main_3243613/32436138278.20230214162321.jpg,김기용,23400,그린,20220225,9788957273357,"『파이썬 연습』은 파이썬에 대해 다룬 도서이며 〈프로그래밍과 파이썬〉, 〈숫자,문자열,변수,계산하기〉, 〈논리연산과 조건문〉 등을 수록하고 있어 기초적이고 전반적인 내용을 확인하실 수 있습니다."
데이터 분석을 위한 전처리와 시각화 with 파이썬 (다양한 예제로 마스터하는 파이썬 실습),https://search.shopping.naver.com/book/catalog/39651701620,https://shopping-phinf.pstatic.net/main_3965170/39651701620.20230711112639.jpg,오경선^양숙희^장은실,26100,길벗캠퍼스,20230501,9791140704286,"⟪데이터 분석을 위한 전처리와 시각화 with 파이썬⟫은 데이터 분석에 대한 이론적인 내용과 실제 적용 사례를 함께 다루고 있어서 누구나 쉽게 데이터 분석을 이해하고 활용할 수 있도록 구성되었습니다. 다양한 분야에서 데이터 분석을 활용하는 방법과 더 나은 의사 결정을 위한 데이터 분석 기술도 함께 소개하며, 독자들이 깊이 있는 데이터 분석을 학습할 수 있습니다. 다양한 예제를 통해 데이터 분석을 마스터하세요.

특히, 데이터 분석을 위한 파이썬 핵심 라이브러리 넘파이와 판다스를 이용하여 데이터 처리 과정을 익히고, 맷플롯립 시각화 라이브러리를 통해서 시각화의 필요성 및 데이터를 다양하게 시각화하는 방법을 배울 수 있습니다.

또한, ⟪데이터 분석을 위한 전처리와 시각화 with 파이썬⟫은 환경 관련 데이터 분석하기, 행복지수 데이터 분석하기, 병원 노쇼 환자 데이터 분석하기, 주식 시세 예측 분석하기, 영화 리뷰 시각화하기, 대학생 정신 건강 데이터 분석하기 등과 같이 다양한 예제를 통해서 데이터 전처리와 시각화하는 실전 프로젝트를 연습할 수 있습니다.

이 책의 장점을 알려주는 3단계 학습 구조

Step1 데이터 분석 이해를 위한 개요와 도구 이해
Step2 다양한 라이브러리와 데이터 분석 학습 방법 제시
Step3 프로젝트를 통한 데이터 분석 실습 사례 수행"
25시간만에 배우는 머신러닝 예제 (파이썬 활용),https://search.shopping.naver.com/book/catalog/32456860663,https://shopping-phinf.pstatic.net/main_3245686/32456860663.20230404161952.jpg,김준석^김상권,13500,이모션미디어,20180131,9791188145324,▶ 이 책은 25시간만에 배우는 머신러닝 예제에 대해 다룬 도서입니다. 머신러닝 예제의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
클린 파이썬 (효과적인 파이썬 코딩 기법),https://search.shopping.naver.com/book/catalog/32473884666,https://shopping-phinf.pstatic.net/main_3247388/32473884666.20221228074148.jpg,수닐 카필,19800,에이콘출판,20210416,9791161755113,"파이썬을 더 나은 방법으로 코딩할 수 있도록 팁과 방법을 알려주는 지침서다. 파이썬의 내장 데이터 구조, 함수와 클래스, 딕셔너리, 모듈 및 메타 클래스, 데코레이터와 컨텍스트 매니저, 제너레이터와 이터레이터, 비동기 프로그래밍 등을 다룬다. 또한 파이썬 코드를 위한 디버깅과 테스트 방법을 알아보고, 다양한 파이썬 도구를 살펴볼 것이다."
파이썬 정복 (파이썬 개발에 필요한 기본 지식을 모두 담은 파이썬 입문서),https://search.shopping.naver.com/book/catalog/32472371886,https://shopping-phinf.pstatic.net/main_3247237/32472371886.20230822103916.jpg,김상형,19800,한빛미디어,20180402,9791162240540,"프로그래밍을 처음 접하는 독자를 위한 파이썬 입문서(쉽게, 깊이 있게, 그리고 재미있게)

어떤 독자를 위한 책인가? 
 
-. 프로그래밍을 전혀 경험해보지 못한 일반인
-. 파이썬을 배워서 현업 업무에 접목시키려는 직장인(경영/기획, 분석, 전략, 통계, 영업/마케팅 등)
-. 파이썬(웹 개발, 인공지능 개발 등)으로 할 수 있는 프로그래밍에 관심 있는 사람
 
도서 특징 
 
“우리 모두 프로그래머가 될 필요는 없지만,
누구나 프로그래밍 언어 하나는 알아야 하는 시대!
‘파이썬’을 만나 보세요.”
 
- 누구나 배울 수 있습니다.
파이썬은 먼저 배워야 할 선수 과목이 전혀 없어 파이썬을 배우기 위해 별도의 선행 학습이 필요 없습니다. 따라서 누구나 파이썬을 배울 수 있고, 이 책을 읽을 수 있습니다.
 
- 프로그래밍을 처음 접하는 독자를 위한 제대로 배우는 파이썬 입문서
이 책은 프로그래밍을 처음 접하는 독자를 대상으로 한 파이썬 입문서입니다. 프로그래밍에 대한 경험이 전혀 없어도 목차에 따라 문법을 익히고, 실습을 진행하면 파이썬을 쉽게 배울 수 있게 구성했습니다. 물론 다른 언어에 대한 경험이 있다면 더 빠른 속도로 파이썬을 배울 수 있습니다.
 
- 필요한 것은 인터넷이 연결된 컴퓨터 한 대뿐입니다.
인터넷이 연결된 컴퓨터 한 대만 있다면 바로 이 책으로 파이썬을 배울 수 있습니다.
 
> 예제 소스코드 및 독자문의 지원 사이트 : http://www.soen.kr/book/python
이 책의 모든 예제와 실습에 필요한 부속 파일은 위 사이트를 통해 배포합니다. 또한 지면에 미처 싣지 못한 고급 문법과 파이썬 응용에 대한 추가 강좌를 온라인 형식으로 제공하며 출판 후에 발견된 오타의 목록과 수정 방법을 정오표로 제공합니다."
파이썬 퀵스타트 (업무에 바로 쓰는 파이썬),https://search.shopping.naver.com/book/catalog/39497589619,https://shopping-phinf.pstatic.net/main_3949758/39497589619.20230627102013.jpg,표선영,19800,루비페이퍼,20230417,9791186710999,"파이썬 기본 문법은 물론,워드, 엑셀, 파워포인터 연동부터 웹크롤링까지!

파이썬은 다양한 분야와 업무에서 가장 많이 사용되고 있는 언어다. 다른 프로그래밍 언어보다 배우기 쉽고, 활용할 수 있는 라이브러리가 많아 개발자뿐만 아니라 비개발자들도 파이썬을 배워 업무에 적용하는 사례가 늘고 있다. 이 책은 파이썬 입문서로써 파이썬을 처음 배우고자 하는 학습자들에게 기초 문법부터 실무에 활용할 수 있는 다양한 예제를 소개한다."
파이썬의 신 (프로그래밍 언어를 배운다는 것),https://search.shopping.naver.com/book/catalog/32492206933,https://shopping-phinf.pstatic.net/main_3249220/32492206933.20221230074913.jpg,김주현,24300,로드북,20161223,9788997924271,"체계적으로 프로그래밍 기초를 쌓을 수 있는 입문서다. 특히 파이썬은 다중패러다임 언어인 만큼, 이 책에서는 독자가 객체지향이든 함수형이든 그 의미를 파악하여 유연한 프로그래머가 될 수 있는 길을 제시하고 있다. 만화도 등장하고 비유와 그림도 많아 독자가 가벼운 마음으로 배울 수 있지만, 그 배움이 깊이는 결코 가볍지 않다. 각 장이 끝날 때마다 실습과 연습문제를 제공한다. 〈파이썬의 신 네이버 카페〉에서 함께 공부할 것을 추천한다."
그림으로 정리한 알고리즘과 자료구조 (자바 + 파이썬),https://search.shopping.naver.com/book/catalog/32506021644,https://shopping-phinf.pstatic.net/main_3250602/32506021644.20221213170229.jpg,조민호,0,정보문화사,20180810,9788956747880,"세상을 이해하는 중요한 기준인 알고리즘과 자료구조의 모든 개념과 아이디어를 그림으로 표현하여 쉽게 이해할 수 있도록 하였고, 각 알고리즘과 자료구조의 원리를 자바와 파이썬 코드로 제시하여 상세히 알 수 있도록 하였다. 또 각 장 마지막에서 ‘요약’ 코너를 통해 어떤 내용을 학습했는지 핵심을 정리하여 알고리즘의 개념을 확실히 자신의 것으로 만들 수 있다."
ELS 평가를 위한 몬테카를로 시뮬레이션과 유한차분법 파이썬 활용 (파이썬 활용),https://search.shopping.naver.com/book/catalog/32461140654,https://shopping-phinf.pstatic.net/main_3246114/32461140654.20230606102046.jpg,한현수^김상권^유민현^이원진^류지상,17100,지오북스,20191101,9791187541660,▶ 이 책은 전산통계/수치해석을 다룬 이론서입니다. 전산통계/수치해석의 기초적이고 전반적인 내용을 학습할 수 있습니다
파이썬 연습,https://search.shopping.naver.com/book/catalog/32490324873,https://shopping-phinf.pstatic.net/main_3249032/32490324873.20220527061745.jpg,김기용,0,그린,20200227,9788957273012,▶ 이 책은 Python(파이썬)을 다룬 이론서입니다. Python(파이썬)의 기초적이고 전반적인 내용을 학습할 수 있습니다.
이것이 취업을 위한 코딩 테스트다 with 파이썬 (취업과 이직을 결정하는 알고리즘 인터뷰 완벽 가이드),https://search.shopping.naver.com/book/catalog/32441237189,https://shopping-phinf.pstatic.net/main_3244123/32441237189.20230614072442.jpg,나동빈,29380,한빛미디어,20200805,9791162243077,"IT 취준생이라면 누구나 입사하고 싶은 카카오ㆍ삼성전자ㆍ네이버ㆍ라인!
취업의 성공 열쇠는 알고리즘 인터뷰에 있다!

IT 취준생이라면 누구나 가고 싶어 하는 카카오, 라인, 삼성전자의 2016년부터 2020년까지의 코딩 테스트와 알고리즘 대회의 기출문제를 엄선하여 수록하였다. 최근 5년간의 코딩 테스트 기출문제를 분석하여 반드시 알아야 하는 알고리즘을 8가지로 정리하였다. 8가지 핵심 알고리즘 이론을 쉽게 설명하고, 관련 실전 문제를 풀이했다. 출제 유형 분석, 이론 설명, 기출문제 풀이까지! 어떤 코딩 테스트도 이 책 한 권으로 대비할 수 있을 것이다. 코딩 테스트에서 주로 선택하는 파이썬을 기반으로 설명되어 있으며, 파이썬 코드 외에도 C/C++, 자바 코드를 추가로 제공한다."
스타트 파이썬 (예제로 시작하는 파이썬 코딩),https://search.shopping.naver.com/book/catalog/32476710689,https://shopping-phinf.pstatic.net/main_3247671/32476710689.20230425163728.jpg,황재호,18900,인포앤북,20220222,9791192038049,"파이썬 완전 초보를 위한 파이썬 독학 및 수업 교재
1) 비전공ㆍ전공학생/중고생 대상의 파이썬 코딩 도서
2) 다양하고 재미있는 예제로 파이썬 기초 다지기
3) 온라인 문제풀이, 코딩 미션, 저자 1:1 피드백

「스타트 파이썬(개정판)」은 파이썬 코딩을 처음 시작하는 대학생, 중고등학생, 일반인을 대상으로 집필되었습니다. 이 책은 기초 예제 실습을 통하여 파이썬의 기본 동작 원리를 파악한 다음 복습 퀴즈, 연습 문제, 코딩 미션 등을 공부하다 보면 어느새 파이썬 고수가 된다는 컨셉을 가지고 있습니다. 먼저 변수, 데이터 형, 입력과 출력 등 파이썬의 기본 문법을 익힌 다음 조건문, 반복문, 리스트, 딕셔너리, 함수, 클래스 등을 통해 파이썬의 기본기를 다집니다. 마지막 챕터에서는 앞에서 배운 내용을 토대로 재미있는 알고리즘 문제 풀이로 파이썬의 활용법을 익힙니다. 예제 위주로 재미있게 파이썬을 공부하고자 하는 분은 스타트 파이썬으로 지금 시작해 보세요. 또한 공부하다 막히는 부분에 대해서는 저자 홈페이지의 메신저를 통해서 피드백을 받을 수 있습니다."
단단한 파이썬 (더 깔끔하고 관리가 쉬운 파이썬 코드를 위해),https://search.shopping.naver.com/book/catalog/33891840621,https://shopping-phinf.pstatic.net/main_3389184/33891840621.20230711115313.jpg,패트릭 비아포어,31500,에이콘출판,20220824,9791161756677,"파이썬은 접근하기 쉽고 사용하기도 쉬운 장점이 있지만 자칫 하면 코드의 양이 방대해지기도 쉽다. 그리고 그에 따른 문제가 발생할 가능성이 높은데 이 책에서는 이를 방지하고 해결할 수 있는 방법을 알려준다. 타입을 정의하는 것을 시작으로 데이터 클래스, 클래스 등 파이썬이 제공하는 다양한 타입을 알아보고 이들의 사용법을 정리한다. 그리고 이 타입을 체킹하기 위한 다양한 도구를 소개한다. 
확장성을 확보하기 위해 조합, 이벤트 주도 아키텍처, 플러그인도 알아보며, 소프트웨어의 안전망을 확보하기 위해 정적 분석, 테스트 전략, 인수 테스트, 속성 기반 테스트, 뮤테이션 테스트 등을 살펴본다."
데이터 과학을 위한 파이썬 프로그래밍,https://search.shopping.naver.com/book/catalog/36386663623,https://shopping-phinf.pstatic.net/main_3638666/36386663623.20230906071219.jpg,최성철,28500,한빛아카데미,20230101,9791156642725,"데이터 과학을 기반으로 제대로 배우는 파이썬 프로그래밍

《데이터 과학을 위한 파이썬 프로그래밍》은 파이썬으로 프로그래밍을 시작하는 입문자가 쉽게 이해할 수 있도록 기본 개념을 상세하게 설명하며, 다양한 예제를 제시합니다. 또한 프로그래밍의 기초 원리를 이해하면서 파이썬으로 데이터를 처리하는 기법도 배웁니다. 파이썬을 혼자 공부하기 어려워하는 독자를 위해 저자 직강의 동영상 강의를 유튜브를 통해 무료로 제공하며, 이를 통해 학습의 이해도를 더욱 높일 수 있습니다.

※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
